gene,C,Chondrocytes,EC-Arteriar,EC-Arteriolar,EC-Sinusoidal,Fibroblasts,MSPC-Adipo,MSPC-Osteo,Myofibroblasts,Osteo,Osteoblasts,Pericytes,Schwann-cells,Smooth-muscle
2310040G07Rik,0,0.016,0,0,0,0.011,0.019,0.009,0,0.012,0.007,0.025,0,0.129
2310040G24Rik,0.011,0.024,0.171,0.077,0.038,0.01,0.031,0.049,0.049,0.014,0.043,0.009,0.029,0
2310043M15Rik,0,0.006,0,0,0,0,0.006,0.013,0,0.001,0.021,0,0,0
2310047D07Rik,0,0.002,0,0.006,0.01,0.003,0.001,0.004,0.033,0,0.001,0,0,0
2310057M21Rik,0.122,0.096,0.144,0.102,0.063,0.088,0.15,0.111,0.141,0.079,0.065,0.046,0.167,0
2310061I04Rik,0.192,0.121,0.237,0.181,0.157,0.152,0.149,0.141,0.06,0.101,0.106,0.137,0.29,0
2310068J16Rik,0.02,0.027,0.014,0.022,0.039,0.012,0.015,0.021,0,0.02,0.004,0.01,0,0
2310069B03Rik,0.027,0.001,0,0.006,0.014,0.005,0,0,0,0.002,0,0,0,0
2310069G16Rik,0.014,0.013,0,0,0,0.001,0,0.025,0,0.014,0.05,0,0.172,0
2310074N15Rik,0.03,0.015,0,0.002,0.001,0.005,0.014,0.009,0,0.011,0.006,0,0,0
2310081O03Rik,0,0.001,0,0,0,0.002,0,0,0,0,0,0.007,0,0
2410002F23Rik,0.2,0.299,0.181,0.226,0.205,0.154,0.302,0.313,0.322,0.23,0.293,0.223,0.398,0.157
2410004B18Rik,0.435,0.331,0.426,0.503,0.346,0.425,0.606,0.489,0.378,0.446,0.275,0.444,1.097,0.123
2410004I01Rik,0,0.002,0,0.001,0,0.009,0,0,0.026,0.003,0,0,0,0
2410004P03Rik,0,0.012,0.016,0.001,0,0.066,0.001,0.003,0,0.021,0.001,0,0.009,0
2410015M20Rik,1.734,2.114,1.669,1.464,1.644,1.633,1.605,2.365,2.327,1.921,1.743,1.699,1.812,0.944
2410016O06Rik,0.062,0.053,0.06,0.092,0.04,0.066,0.049,0.069,0.161,0.06,0.048,0.162,0.038,0
2410018L13Rik,0.036,0.035,0.027,0.009,0.011,0.007,0.03,0.031,0.032,0.023,0.009,0.033,0.014,0
2410022M11Rik,0.111,0.093,0.149,0.102,0.106,0.048,0.102,0.084,0.031,0.067,0.046,0.145,0.024,0.29
2410080I02Rik,0.005,0.051,0.092,0.045,0.069,0.027,0.07,0.04,0.024,0.03,0.025,0.153,0.034,0
2410089E03Rik,0.166,0.112,0.135,0.133,0.147,0.125,0.248,0.194,0.094,0.154,0.057,0.195,0.123,0
2410131K14Rik,0.04,0.086,0.04,0.054,0.05,0.047,0.072,0.085,0.086,0.071,0.032,0.146,0.086,0
2500002B13Rik,0.022,0.049,0.085,0.147,0.006,0.039,0.006,0.01,0.018,0.01,0.006,0.012,0,0
2510002D24Rik,0.151,0.356,0.574,0.384,0.302,0.366,0.168,0.216,0.206,0.332,0.094,0.24,0.085,0.123
2510009E07Rik,0.135,0.19,0.189,0.344,0.264,0.195,0.235,0.213,0.047,0.162,0.158,0.369,0.135,0.136
2510017J16Rik,0.038,0.019,0.007,0.031,0.025,0.011,0.025,0.018,0.016,0.009,0.015,0.007,0,0
2510039O18Rik,0.193,0.367,0.701,0.646,0.394,0.497,0.353,0.296,0.201,0.375,0.309,0.43,0.378,0.402
2510046G10Rik,0.147,0.1,0.172,0.101,0.174,0.039,0.067,0.051,0.025,0.038,0.037,0.09,0.051,0.136
2600006K01Rik,0.029,0.039,0,0.003,0.002,0.014,0.013,0.05,0.014,0.05,0.085,0.004,0,0
2600014E21Rik,0,0.005,0.006,0,0,0.024,0.033,0,0,0.02,0,0.008,0,0
2610001J05Rik,0.929,1.023,1.505,1.032,0.821,1.262,1.207,1.035,0.876,1.421,0.319,1.04,1.289,1.524
2610002M06Rik,0,0.082,0.19,0.154,0.096,0.107,0.131,0.082,0.071,0.054,0.013,0.296,0.073,0.132
2610008E11Rik,0.117,0.048,0.041,0.085,0.059,0.036,0.175,0.111,0.027,0.071,0.046,0.069,0.103,0
2610016A17Rik,0,0,0,0,0,0.006,0,0,0.022,0,0,0,0,0
2610020C07Rik,0.041,0.023,0.016,0.019,0.007,0.012,0.023,0.034,0.049,0.008,0.013,0,0.012,0
2610020H08Rik,0.107,0.015,0.071,0.013,0.032,0.012,0.051,0.031,0.04,0.01,0.012,0.01,0.085,0
2610021A01Rik,0.012,0.034,0.024,0.039,0.033,0.031,0.04,0.041,0.029,0.029,0.032,0.033,0.036,0
2610035D17Rik,0.076,0.246,0.084,0.13,0.087,0.111,0.055,0.042,0.076,0.102,0.028,0.153,0.484,0
2610037D02Rik,0.156,0.133,0.396,0.346,0.245,0.127,0.212,0.153,0.328,0.118,0.074,0.228,0.099,0.123
2610042L04Rik,0,0.003,0,0.002,0.001,0,0,0,0,0.002,0,0,0,0
2610044O15Rik8,0.133,0.069,0.105,0.114,0.089,0.095,0.149,0.126,0.05,0.098,0.086,0.186,0.202,0
2610301B20Rik,0.044,0.138,0.141,0.046,0.045,0.131,0.113,0.125,0.053,0.172,0.073,0.087,0.044,0
2610305D13Rik,0.153,0.027,0.679,0.516,0.41,0.013,0.013,0.02,0,0.028,0.04,0.023,0.182,0
2610318N02Rik,0.028,0.008,0.012,0.016,0.008,0.002,0.003,0.004,0,0.003,0.005,0,0,0
2610507B11Rik,0.556,0.172,0.231,0.341,0.423,0.237,0.322,0.335,0.101,0.251,0.178,0.349,0.362,0.731
2610524H06Rik,0.278,0.496,0.07,0.149,0.055,0.161,0.266,0.274,0.1,0.292,0.185,0.276,0.244,0.168
2610528A11Rik,0,0.001,0,0,0.002,0.002,0,0,0,0,0.001,0,0,0
2700012I20Rik,0.039,0.008,0.008,0.029,0.021,0.013,0.036,0.024,0,0.017,0.006,0.051,0.013,0.129
2700016F22Rik,0.017,0.012,0.005,0.009,0.016,0.011,0.01,0.007,0.013,0.001,0.003,0,0.012,0
2700029M09Rik,1.106,0.442,0.376,0.375,0.356,0.404,0.433,0.472,0.433,0.393,0.28,0.566,0.625,0.256
2700033N17Rik,0.005,0.006,0,0,0.003,0.017,0.02,0.014,0,0.024,0.005,0,0,0.148
2700038G22Rik,0.327,0.18,0.106,0.125,0.124,0.065,0.047,0.328,0.852,0.156,0.735,0.222,0.162,0.157
2700046A07Rik,0.04,0,0,0.004,0.02,0.003,0.001,0.001,0,0,0,0,0.54,0
2700046G09Rik,0.022,0.075,0.055,0.041,0.063,0.022,0.049,0.044,0.03,0.047,0.021,0.035,0.112,0
2700049A03Rik,0.097,0.053,0.066,0.071,0.06,0.068,0.066,0.074,0.055,0.1,0.038,0.169,0.014,0.129
2700060E02Rik,3.147,3.73,3.042,2.727,2.566,2.653,2.271,3.025,3.584,2.412,2.491,2.749,1.818,2.818
2700062C07Rik,0.041,0.156,0.093,0.086,0.072,0.16,0.208,0.215,0.16,0.212,0.099,0.296,0.264,0.157
2700069I18Rik,0.064,0.007,0,0.004,0.001,0.014,0.054,0.129,0.04,0.047,0.07,0,0.019,0
2700081O15Rik,0.297,0.15,0.117,0.337,0.412,0.129,0.329,0.275,0.138,0.214,0.157,0.383,0.02,0
2700094K13Rik,6.864,0.877,0.929,1.122,0.951,0.468,0.611,0.909,0.315,0.55,0.789,0.721,0.664,0.084
2700097O09Rik,0.095,0.12,0.051,0.114,0.093,0.116,0.189,0.144,0.105,0.122,0.057,0.319,0.333,0.136
2810001G20Rik,0.256,1.379,0.094,0.204,0.217,0.155,0.253,0.154,0.207,0.166,0.07,0.389,0.056,0.168
2810004N23Rik,0.509,0.29,0.144,0.253,0.267,0.166,0.38,0.445,0.244,0.221,0.206,0.3,0.437,0.252
2810006K23Rik,0.48,0.174,0.214,0.216,0.175,0.112,0.158,0.178,0.02,0.09,0.074,0.197,0.047,0.129
2810021J22Rik,0,0.012,0,0.006,0.005,0.012,0.046,0.028,0,0.016,0.005,0.029,0,0
2810029C07Rik,0,0.15,0,0.004,0.006,0.01,0.002,0.005,0,0.006,0.001,0.019,0,0
2810030D12Rik,0,0,0,0.004,0,0.005,0.001,0.003,0,0,0.002,0,0,0
2810032G03Rik,0,0.034,0,0,0.007,0.049,0.006,0.009,0,0.016,0,0.033,0,0
2810402E24Rik,0.18,0.166,0.138,0.17,0.117,0.077,0.086,0.097,0.124,0.056,0.048,0.127,0.091,0
2810403A07Rik,0.578,0.275,0.473,0.796,0.777,0.239,0.326,0.29,0.463,0.235,0.155,0.487,0.076,0
2810405F17Rik,0,0.006,0.025,0.019,0.012,0.017,0.018,0.014,0.039,0.007,0.016,0.035,0,0
2810407A14Rik,0.005,0,0,0,0.001,0,0,0.001,0,0,0.002,0.021,0,0
2810408A11Rik,0.058,0.005,0.017,0.04,0.006,0.005,0.014,0.019,0.005,0.023,0.024,0.01,0,0
2810414N06Rik,0,0.021,0,0.003,0.002,0.005,0.007,0.005,0,0.001,0.014,0,0.018,0
2810417H13Rik,5.438,0.213,0.144,0.188,0.101,0.063,0.091,0.165,0.022,0.08,0.07,0.091,0.065,0
2810425M01Rik,0,0,0,0.003,0.002,0.001,0.003,0.001,0,0.003,0.002,0.016,0,0
2810428I15Rik,1.808,1.29,1.491,1.217,0.937,1.713,2.305,2.359,0.924,1.8,1.378,2.402,1.003,2.584
2810429I04Rik,0,0.009,0,0.001,0.001,0,0.002,0.002,0,0,0,0,0.094,0
2810433D01Rik,0,0.021,0,0,0,0.014,0.022,0.001,0.006,0.073,0.006,0,0,0
2810442N19Rik,0,0.005,0.003,0.002,0.007,0.025,0.005,0.005,0,0.019,0.015,0,0,0
2810454H06Rik,0.102,0.026,0.072,0.101,0.18,0.021,0.068,0.065,0.06,0.02,0.036,0.032,0,0
2810455O05Rik,0.054,0.003,0.01,0.004,0,0,0,0.003,0.015,0,0,0,0.01,0
2810459M11Rik,0,0.042,0,0,0,0,0,0,0.015,0,0,0,0,0
2810474O19Rik,0.895,0.996,0.907,0.65,0.472,0.393,0.933,1.201,0.4,0.451,0.763,0.528,0.179,0.189
2900009J06Rik,0.033,0.039,0.054,0.012,0.017,0.016,0.009,0.021,0.012,0.024,0.014,0.024,0,0.084
2900011O08Rik,0,0,0.025,0,0,0.001,0,0,0,0.006,0,0,0.059,0
2900026A02Rik,0.286,0.025,1.153,0.926,0.602,0.089,0.016,0.179,0.041,0.155,0.033,0.364,0.108,0.259
2900055J20Rik,0,0.003,0,0,0,0.019,0,0.001,0,0.031,0,0,0,0
2900060B14Rik,0.065,0.045,0.195,0.132,0.124,0.063,0.093,0.077,0.028,0.071,0.026,0.094,0.013,0
2900072N19Rik,0,0.003,0,0,0,0,0.001,0.001,0,0.001,0.002,0,0,0
2900076A07Rik,0.079,0.111,0.127,0.046,0.037,0.077,0.091,0.124,0.031,0.094,0.096,0.043,0.175,0
2900089D17Rik,0,0.016,0.01,0.011,0.014,0.02,0.035,0.027,0.033,0.033,0.006,0.099,0,0
2900093K20Rik,0.014,0.068,0.129,0.11,0.096,0.047,0.094,0.077,0.081,0.07,0.052,0.089,0.1,0.244
3010003L21Rik,0.025,0.005,0.173,0.101,0.055,0.008,0.021,0.046,0.025,0.017,0.046,0.007,0.01,0
3010026O09Rik,0.215,0.025,0.037,0.026,0.035,0.016,0.035,0.038,0,0.02,0.024,0.026,0.091,0
3100003L05Rik,0.009,0,0,0,0,0.001,0.006,0.015,0,0,0,0,0,0
3110001I22Rik,0,0.025,0.028,0.035,0.045,0.023,0.039,0.027,0.098,0.03,0.024,0.048,0.078,0.316
3110002H16Rik,0.112,0.109,0.138,0.127,0.12,0.188,0.105,0.107,0.161,0.161,0.074,0.095,0.212,0.154
3110009E18Rik,0.082,0.062,0.037,0.048,0.034,0.089,0.07,0.09,0.083,0.053,0.049,0.131,0.198,0.379
3110021N24Rik,0.032,0.089,0.05,0.062,0.025,0.072,0.09,0.05,0.175,0.065,0.009,0.048,0.106,0
3110040N11Rik,0.167,0.303,0.105,0.15,0.093,0.264,0.225,0.224,0.098,0.27,0.333,0.08,0.101,0
3110043O21Rik,0.083,0.063,0.039,0.063,0.079,0.069,0.052,0.05,0.048,0.049,0.031,0.048,0.095,0
3110045C21Rik,0.031,0.061,0.026,0.007,0.009,0.018,0.028,0.022,0,0.008,0.005,0.02,0.056,0
3110052M02Rik,0.017,0.024,0.011,0.013,0.009,0.04,0.034,0.026,0.019,0.037,0.04,0.019,0.089,0
3110056K07Rik,0.075,0.107,0.051,0.087,0.085,0.058,0.124,0.096,0.1,0.072,0.03,0.178,0.082,0
3110062M04Rik,0.173,0.127,0.182,0.366,0.428,0.083,0.137,0.134,0.022,0.084,0.065,0.208,0.06,0
3110070M22Rik,0,0.038,0.026,0.024,0.021,0.027,0.018,0.013,0,0.033,0.011,0.067,0,0.143
3110079O15Rik,0,71.718,0.603,0.383,0.187,0.685,0.24,0.201,0.095,2.228,0.046,0.634,0.114,0
3110082I17Rik,0.099,0.16,0.206,0.186,0.171,0.201,0.042,0.068,0.105,0.105,0.065,0.128,0.117,0.147
3110082J24Rik,0,0.001,0,0,0,0,0.001,0,0,0,0,0,0.289,0
3110083C13Rik,0.015,0.005,0,0.005,0.004,0.001,0.002,0.005,0,0,0,0.026,0.019,0
3110099E03Rik,0,0,0,0,0,0,0.001,0,0,0.005,0,0,0,0
3222401L13Rik,0.165,0.049,0.201,0.235,0.133,0.05,0.212,0.188,0.113,0.044,0.047,0.085,0.061,0
3300002I08Rik,0,0.009,0,0.008,0.009,0.006,0.013,0.019,0.014,0.014,0.006,0,0,0
3300005D01Rik,0,0.019,0.026,0.013,0.008,0.1,0.002,0.003,0,0.041,0.001,0,0,0
3425401B19Rik,0,0.001,0,0,0,0.011,0,0.001,0,0.016,0.003,0,0,0
3632451O06Rik,0.043,0.191,0,0.004,0.001,0.184,0.002,0.014,0.028,0.274,0.052,0.006,0,0
3830403N18Rik,0,0.13,0.004,0.011,0.002,0.055,0.037,0.066,0,0.054,0.012,0.021,0,0
3830406C13Rik,0.233,0.37,0.266,0.308,0.189,0.331,0.373,0.423,0.256,0.401,0.248,0.422,0.277,1.006
3830408C21Rik,0.007,0.009,0,0.006,0.003,0.001,0.01,0.004,0,0.003,0.001,0,0,0
3930402G23Rik,0,0.004,0,0.001,0,0.007,0.022,0.007,0.039,0.006,0.002,0.037,0,0.316
4430402I18Rik,0.035,0.074,0.07,0.026,0.013,0.016,0.037,0.044,0,0.015,0.017,0.1,0.019,0
4632404H12Rik,0.049,0.027,0.006,0.034,0.022,0.012,0.014,0.022,0.012,0.012,0.008,0.05,0.036,0
4632411P08Rik,0,0.005,0.006,0.003,0.008,0.001,0.005,0.001,0,0.003,0.001,0,0.025,0
4632415L05Rik,0.297,0.09,0.128,0.124,0.129,0.097,0.202,0.204,0.072,0.128,0.041,0.238,0.079,0
4632428C04Rik,0,0.002,0.02,0,0.005,0.001,0.012,0.005,0.021,0,0.001,0,0,0
4731419I09Rik,0,0.002,0,0.002,0.001,0.001,0,0.002,0.021,0,0,0,0,0
4732414G09Rik,0,0.013,0,0,0,0.016,0.001,0.003,0,0.012,0.005,0,0,0
4732419C18Rik,0,0.002,0.01,0.002,0.004,0.003,0.004,0.002,0.029,0,0,0,0.036,0
4732440D04Rik,0.097,0.041,0.11,0.088,0.03,0.05,0.073,0.079,0.165,0.035,0.014,0,0.029,0
4732465J04Rik,0,0.001,0,0.001,0.002,0.002,0.009,0.004,0,0.002,0.007,0.065,0,0
4732471J01Rik,0,0.006,0.009,0.003,0.004,0.004,0.008,0.008,0.028,0,0.002,0,0.021,0.084
4732491K20Rik,0,0.03,0.021,0.027,0.006,0.033,0.012,0.011,0.024,0.03,0.003,0.019,0.021,0
4831440E17Rik,0,0.01,0.019,0.005,0.008,0.009,0.011,0.009,0,0.009,0.003,0.027,0,0
4833403J16Rik,0.054,0.002,0.186,0.188,0.241,0.003,0.008,0.002,0,0.001,0,0,0,0
4833407H14Rik,0,0.001,0,0.002,0.004,0.001,0.002,0,0,0.008,0,0,0,0
4833412C05Rik,0,0.007,0,0,0,0.003,0,0,0,0.002,0,0,0,0
4833413G10Rik,0.018,0.006,0.057,0.006,0.007,0.013,0.009,0.008,0,0.005,0.006,0.008,0.037,0
4833418N02Rik,0.011,0.086,0.053,0.029,0.028,0.059,0.065,0.06,0.02,0.048,0.041,0.107,0.009,0.272
4833420G17Rik,0.27,0.14,0.235,0.235,0.211,0.215,0.29,0.269,0.227,0.229,0.185,0.435,0.169,0
4833422C13Rik,0.139,0.002,0.017,0.002,0.002,0.002,0.009,0.309,0.036,0.029,0.099,0.141,0,0
4833439L19Rik,0.248,0.634,0.746,0.726,0.635,0.804,0.435,0.405,0.556,0.741,0.28,0.81,1.193,1.267
4833445I07Rik,0,0.01,0.034,0.017,0.026,0.01,0.014,0.015,0.01,0.013,0.006,0.013,0,0.292
4921504A21Rik,0.014,0.026,0,0.002,0.002,0.042,0.014,0.014,0,0.037,0.006,0,0.049,0
4921506M07Rik,0,0,0,0.001,0.061,0,0,0,0,0,0,0,0,0
4921507G05Rik,0.013,0.002,0,0.01,0.002,0.001,0.005,0.005,0,0.003,0.005,0,0,0
4921507P07Rik,0,0.001,0.007,0.013,0.015,0.001,0,0,0,0,0,0,0,0
4921514A10Rik,0,0.002,0,0.002,0.002,0.002,0.006,0,0.015,0,0.001,0,0,0
4921523L03Rik,0,0.001,0,0.006,0.001,0,0.001,0,0,0.002,0,0,0,0
4921524J17Rik,0.893,0.321,0.68,1.058,1.872,0.35,0.597,0.596,0.285,0.52,0.209,0.699,0.144,0.254
4921536K21Rik,0,0.003,0,0,0.001,0.002,0,0.001,0,0.002,0.001,0,0,0
4921539H07Rik,0,0,0,0.011,0.004,0,0.001,0.001,0,0.001,0,0,0,0
4930402H24Rik,0.352,0.18,0.489,0.596,0.697,0.13,0.347,0.22,0.106,0.17,0.048,0.646,0.69,0
4930403P22Rik,0.035,0.015,0.015,0.07,0.044,0.005,0.032,0.018,0.03,0.009,0.046,0.023,0,0
4930404N11Rik,0,0.01,0.005,0.013,0.006,0.016,0.003,0.014,0.008,0.002,0.087,0,0,0
4930412M03Rik,0,0.001,0,0.001,0.001,0.002,0.001,0.001,0,0,0.002,0,0,0
4930415F15Rik,0.019,0.002,0,0.002,0.006,0.001,0.01,0.007,0,0.005,0.006,0,0,0
4930415O20Rik,0,0.001,0,0,0,0.001,0,0.001,0,0,0.001,0,0,0
4930426D05Rik,0,0,0,0,0,0,0.001,0.003,0,0,0.002,0,0,0
4930426I24Rik,0,0.004,0.01,0.016,0.008,0.003,0.003,0.004,0.015,0,0,0.007,0,0
4930426L09Rik,0,0.003,0,0,0.001,0,0.007,0.004,0.014,0.007,0.002,0.028,0,0
4930427A07Rik,0.198,0.039,0,0.013,0.004,0.015,0.005,0.011,0.016,0.013,0.013,0.018,0.113,0
4930430E12Rik,0,0.001,0,0.002,0.001,0.001,0,0.002,0,0,0,0,0,0
4930430F08Rik,0.067,0.062,0.097,0.043,0.035,0.076,0.053,0.067,0.048,0.066,0.03,0.108,0.41,0.129
4930432B10Rik,0,0,0,0.001,0,0,0.002,0,0.008,0.001,0,0,0,0
4930432K21Rik,0.008,0.003,0,0.003,0.003,0.002,0.002,0.002,0,0,0.004,0,0.02,0
4930444M15Rik,0,0.026,0.013,0.018,0.007,0.004,0.005,0.004,0,0.019,0.012,0.054,0,0
4930445N18Rik,0,0.001,0,0.001,0.001,0.001,0.001,0,0,0.003,0,0,0,0
4930447C04Rik,0,0.013,0.035,0,0.002,0.015,0.004,0.003,0.009,0.038,0,0,0,0
4930448N21Rik,0,0,0,0.013,0.009,0,0,0.001,0,0,0.001,0,0,0
4930451G09Rik,0,0.004,0,0.002,0.002,0.002,0,0,0,0.004,0,0,0.01,0
4930452B06Rik,0.026,0.009,0.006,0.004,0,0.006,0,0.01,0,0.002,0,0,0,0
4930453N24Rik,0.229,0.307,0.208,0.324,0.23,0.305,0.408,0.315,0.502,0.293,0.165,0.349,0.367,0.625
4930455G09Rik,0,0,0,0,0,0,0.002,0,0,0.001,0,0.041,0.101,0
4930458D05Rik,0,0.023,0,0.002,0.001,0.018,0.002,0,0.029,0.004,0.001,0,0,0
4930463O16Rik,0.005,0.006,0,0,0,0.001,0,0.006,0,0,0.008,0,0,0
4930480K23Rik,0.017,0.001,0,0.007,0.007,0.002,0.009,0.012,0.005,0.001,0.002,0,0,0
4930481A15Rik,0.019,0.085,0.116,0.132,0.177,0.056,0.078,0.054,0.087,0.055,0.059,0.115,0.037,0
4930486L24Rik,0.027,0,0.083,0.073,0.145,0.002,0.029,0.012,0,0.001,0.002,0,0,0
4930500F10Rik,0,0.003,0,0.003,0,0.002,0.001,0.001,0.013,0.006,0.006,0,0,0
4930500M09Rik,0,0.001,0.017,0.003,0.005,0.006,0.002,0.002,0.014,0.001,0.002,0,0,0
4930503L19Rik,0.238,0.039,0.17,0.19,0.057,0.057,0.086,0.068,0.039,0.05,0.034,0.068,0.069,0
4930505A04Rik,0,0.001,0,0.001,0,0,0.002,0.001,0,0,0.001,0,0,0
4930505N22Rik,0,0.001,0,0,0,0,0.002,0.006,0,0.001,0.006,0,0,0
4930507D05Rik,0,0.002,0,0.001,0.006,0.003,0.003,0.004,0.009,0.003,0.003,0,0,0
4930509E16Rik,0,0.002,0.003,0.001,0.005,0.001,0.002,0.001,0,0,0,0,0,0
4930509G22Rik,0,0.005,0,0.018,0.051,0.001,0.004,0.003,0,0.002,0.003,0,0,0
4930512B01Rik,0,0,0,0.002,0.005,0,0,0.001,0,0.001,0,0,0,0
4930515G01Rik,0.035,0.013,0,0.014,0.02,0.006,0.013,0.006,0.012,0.008,0.002,0.007,0,0
4930518I15Rik,0,0.012,0.049,0.029,0.016,0.003,0.017,0.018,0,0.003,0.008,0.009,0.014,0
4930522L14Rik,0.044,0.036,0.06,0.052,0.03,0.03,0.031,0.029,0.023,0.046,0.018,0.031,0.088,0.341
4930523C07Rik,0.766,3.992,2.071,0.91,0.47,3.372,0.384,0.504,0.448,1.48,0.212,3.62,0.02,5.421
4930524J08Rik,0.044,0.043,0,0.017,0.022,0.016,0.016,0.012,0.011,0.015,0.01,0,0.048,0
4930524O07Rik,0.005,0.005,0,0.005,0.007,0.002,0.008,0.005,0.01,0.006,0.005,0,0.014,0
4930525G20Rik,0,0.002,0,0.002,0.002,0.001,0.001,0.003,0,0,0.002,0,0,0
4930532G15Rik,0.075,0.027,0.006,0.023,0.051,0.015,0.021,0.02,0.015,0.013,0.014,0.072,0,0
4930533B01Rik,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0
4930534D22Rik,0.021,0,0,0,0,0,0,0.006,0,0,0.002,0,0,0
4930537H20Rik,0.019,0.001,0,0.006,0.005,0.002,0.001,0.003,0,0.003,0.001,0,0,0
4930539J05Rik,0.007,0.023,0.023,0.014,0.015,0.008,0.011,0.015,0.031,0.003,0.004,0.04,0.024,0
4930540M05Rik,0,0.004,0,0.006,0.002,0.001,0.007,0.002,0,0.001,0.001,0.004,0,0
4930547M16Rik,0,0.006,0,0,0,0.001,0.001,0.003,0,0,0,0,0,0
4930548H24Rik,0,0.002,0.005,0.008,0.002,0.004,0.002,0.001,0.018,0.004,0,0.015,0,0
4930550C14Rik,0.011,0.031,0.011,0.007,0.015,0.03,0.014,0.027,0,0.036,0.02,0.012,0,0
4930553P18Rik,0,0.001,0,0,0.001,0.001,0.001,0,0,0.002,0,0,0,0
4930555A03Rik,0.032,0.002,0.121,0.107,0.142,0.001,0.003,0.001,0,0,0,0,0,0
4930555F03Rik,0,0.002,0,0.004,0,0.002,0.002,0.006,0.023,0,0,0,0,0
4930556M19Rik,0.015,0.002,0,0.003,0.008,0.001,0.022,0.012,0,0.004,0.011,0,0,0
4930556M19Rik.1,0,0.024,0.038,0.052,0.051,0.005,0.041,0.023,0,0.015,0.003,0.02,0,0
4930558J18Rik,0.02,0.003,0.01,0,0,0,0,0.001,0,0.002,0.003,0,0,0
4930558K02Rik,0,0,0.03,0.015,0.002,0.003,0,0.001,0,0,0,0,0,0
4930562C15Rik,0,0,0,0,0.005,0,0,0.002,0,0,0.001,0,0,0
4930562D21Rik,0,0,0,0,0,0,0,0.001,0,0.006,0,0,0,0
4930562F07Rik,0,0.006,0,0.004,0.001,0.005,0,0.001,0,0.004,0.006,0.007,0,0
4930565N06Rik,0,0.001,0,0,0,0,0.001,0.004,0,0,0.002,0,0,0
4930570G19Rik,0,0.006,0,0,0,0.005,0.068,0.022,0.057,0.026,0,0.004,0.028,0
4930578C19Rik,0,0,0.033,0.032,0.002,0.001,0,0,0,0.001,0,0,0,0
4930578M01Rik,0,0.008,0.024,0.008,0.008,0.004,0.005,0.011,0,0.01,0.006,0,0.031,0
4930579G24Rik,0.433,0.143,0.035,0.051,0.029,0.11,0.048,0.059,0.167,0.075,0.046,0.051,0.264,0
4930580E04Rik,0,0.008,0,0.008,0.001,0.001,0.001,0.003,0,0.001,0.002,0,0,0
4930589L23Rik,0.034,0.006,0.011,0.018,0.013,0.006,0.012,0.013,0.023,0.003,0.008,0,0,0
4930590J08Rik,0,0.004,0.008,0.011,0.008,0.003,0.003,0.002,0,0.001,0.002,0,0,0
4930599N23Rik,0,0.005,0.01,0.015,0.008,0.003,0.011,0.007,0,0.004,0.004,0,0,0
4931403G20Rik,0,0.001,0,0,0.001,0,0.001,0.002,0,0,0,0,0,0
4931406C07Rik,0.181,0.116,0.107,0.177,0.557,0.092,0.198,0.176,0.043,0.181,0.078,0.202,0.387,0
4931406P16Rik,0.354,0.198,2.305,1.928,0.875,0.326,0.498,0.333,0.211,0.329,0.21,0.686,0.499,0.147
4931414P19Rik,0,0.023,0.019,0.025,0.023,0.016,0.047,0.036,0.012,0.032,0.013,0.047,0.028,0
4931422A03Rik,0,0.001,0,0.004,0.001,0,0,0.001,0,0.001,0.001,0,0,0
4931428F04Rik,0.031,0.048,0.026,0.041,0.031,0.013,0.045,0.051,0.008,0.021,0.042,0.01,0.039,0
4931440F15Rik,0,0.006,0.007,0.008,0.011,0.003,0.001,0.002,0,0.004,0.006,0,0,0
4931440J10Rik,0,0.001,0,0,0,0.001,0,0,0,0.003,0,0,0,0
4932422M17Rik,0.04,0.063,0.036,0.096,0.052,0.075,0.074,0.04,0.007,0.081,0.039,0.042,0.012,0
4932430I15Rik,0,0.002,0,0.002,0,0.001,0.041,0.01,0,0,0.001,0,0,0
4932435O22Rik,0,0.025,0,0,0,0,0,0,0,0,0,0.249,0,0
4932438A13Rik,0.496,0.305,0.238,0.356,0.604,0.197,0.396,0.349,0.109,0.26,0.165,0.58,0.105,0.244
4932438H23Rik,0,0.05,0,0,0,0.011,0,0.002,0.092,0.019,0,0,0.019,0
4932443L11Rik,0,0.002,0,0,0,0,0,0.002,0,0,0.001,0,0,0
4932702P03Rik,0,0.003,0,0,0,0,0.001,0.001,0,0,0,0.013,0,0
4933400C23Rik,0,0.03,0.003,0,0,0.204,0.002,0,0,0.042,0.003,0.009,0,0
4933404I11Rik,0.013,0,0,0,0,0,0,0.014,0,0,0.001,0,0,0
4933404O12Rik,0.054,0.026,0.025,0.009,0.005,0.011,0.014,0.016,0,0.016,0.001,0.036,0.021,0
4933405D12Rik,0,0.001,0,0.001,0.001,0.004,0.007,0.008,0,0.002,0.004,0,0,0
4933406C10Rik,0,0.004,0,0.003,0.005,0.004,0.001,0.001,0.009,0.008,0,0.014,0.022,0
4933406I18Rik,0,0.009,0,0,0,0,0.001,0,0,0.002,0,0,0,0
4933406J08Rik,0,0,0,0.002,0.005,0,0.001,0,0,0.002,0.002,0,0,0
4933406P04Rik,0,0.008,0.003,0.016,0.015,0.007,0.016,0.008,0.014,0.004,0.008,0.019,0,0
4933407L21Rik,0,0.003,0,0.007,0,0,0,0,0,0,0,0,0,0
